-2.807360580968834896e+01,4.069780393739365110e+01,6.877140974708164833e+01,-6.190077789521190255e+00,-4.836997073367674460e+01,5.482670092746709400e+01,1.324371011422603885e+02,1.623607562826202013e+02,1.059479999021495757e+02,-1.175953511238379789e+01,-6.942308331711906533e+01,-7.533188306562611558e+01
-3.948906238008925929e+00,4.607319658011532226e+01,5.002210281812405412e+01,-2.098921536093909523e+01,-2.935145314751850876e+01,4.571158826030242039e+01,1.329551541262747776e+02,1.561845745424261054e+02,1.038535103326350821e+02,-1.054041978560078263e+01,-6.926022560656025462e+01,-1.501109390455014534e+02
-3.381899467322593722e+01,1.162347734352424844e+01,4.544247201675020165e+01,1.353234020206779498e+01,-3.956464515470225507e+01,2.616647092094691729e+01,1.183918511745099238e+02,1.481863265283581370e+02,8.665293695418391451e+01,-2.849520508207479708e+01,-7.847504537717325945e+01,-1.130994042550283467e+02
-6.378341984990542812e+01,-1.863284575753394279e+01,4.515057409237169850e+01,4.356472065999366095e+01,-5.443534281963079025e+01,1.083108865286393474e+01,1.131102093305036362e+02,1.376565248188159103e+02,7.297049754728982407e+01,-5.157344670402086706e+01,-9.238705860339948117e+01,-1.410576116702013962e+02
-1.082469480882786570e+02,-2.970596773211679675e+01,7.854098035616217999e+01,6.884500269989091237e+01,-9.340963894171328263e+01,2.436243873505917890e+01,1.172545190646799824e+02,1.492486840168833453e+02,8.193358924445006153e+01,-5.101385052655884778e+01,-9.175826073185918119e+01,-1.417628737796726739e+02
-1.035896806064937863e+02,-4.063354269669894592e+01,6.295613790979516011e+01,7.442069378643101629e+01,-8.333027187605595998e+01,8.620540032559940613e+00,1.115793078100988254e+02,1.499396734328243213e+02,7.965552580005653738e+01,-4.657517603160874842e+01,-9.148081341097142172e+01,-8.077779700895227677e+01
-5.949387146474756349e+01,-2.657738921062806625e+01,3.291648225411969975e+01,4.539508154769312398e+01,-4.872233837903486631e+01,3.063596054033161931e+00,1.061438531437044333e+02,1.510826057374116829e+02,7.185830433059818745e+01,-4.787771897486140205e+01,-9.655785581950590313e+01,-8.891597395765401757e+01
-7.849721577902376168e+01,-3.122931575593196385e+01,4.726790002309180494e+01,5.486495386319001000e+01,-6.294972522664087933e+01,7.951587822500767899e+00,1.158012995200027433e+02,1.590005375783059662e+02,9.380314754378137820e+01,-3.980826700797899775e+01,-9.229103236948745348e+01,-4.781874138810567842e+01
-9.247050556550810541e+01,-2.050338264789479936e+01,7.196712291761312486e+01,5.901192502355341674e+01,-8.224924530508114628e+01,2.329081594999026095e+01,1.210790956813516459e+02,1.695514809744034039e+02,1.073990456226025429e+02,-2.172923348621283779e+01,-7.845362419416134969e+01,-1.223525395843164603e+02
-4.052880903635998067e+00,4.429432785237333547e+01,4.834720875600903156e+01,-1.998299065614851244e+01,-2.862093519049164669e+01,4.394738827367739731e+01,1.413571926491255795e+02,1.873536578512034509e+02,1.228326241578168521e+02,1.180331166691722089e+01,-5.473258966451231089e+01,-1.168436460166008288e+02
1.576365931448591695e+01,6.507063457202832524e+01,4.930697525754211341e+01,-4.027814718564348340e+01,-1.915001292376714659e+01,5.485638264614000548e+01,1.421953321216877271e+02,1.917083722868963775e+02,1.300715202510334620e+02,7.374477864223679902e+00,-4.525316263923100735e+01,-1.145097568891084165e+02
2.543624030325415220e+01,7.551034900604778954e+01,5.007410870279343840e+01,-5.038624137615693144e+01,-1.467874043067945067e+01,6.045725439578791338e+01,1.525542873036291667e+02,1.955964887160922956e+02,1.379965583351009570e+02,2.339485960455935043e+01,-4.013386899889466974e+01,-7.230695187708151650e+01
1.521943658592672222e+01,5.581045308854584164e+01,4.059101650261913363e+01,-3.551416175683210952e+01,-1.505842711601266970e+01,4.582043073687364654e+01,1.477973208577157607e+02,1.926304311152156572e+02,1.210472666901408445e+02,2.519199910700082867e+01,-4.433941246397903058e+01,-4.996717469331738215e+01
-2.450988961830225676e+01,1.575756067516639902e+01,4.026745029346885474e+01,4.288749844437867331e+00,-3.480065126575144774e+01,2.556216610658452382e+01,1.376224856427938334e+02,1.771580027437441345e+02,1.075026027577870167e+02,2.318129258349371113e+00,-7.277251882507913194e+01,-7.293556636561524442e+01
-7.401150967369798650e+01,-2.966454909863125522e+01,4.434696057506703681e+01,5.413451091605376320e+01,-5.920152405725979605e+01,4.824351258724735025e+00,1.319325090583841984e+02,1.689732820681173848e+02,1.066750411133825622e+02,-6.788496808265216842e+00,-7.697013147619033191e+01,-9.783082281563984850e+01
-5.495763220492888479e+01,-1.816792473735938884e+00,5.314083973119326032e+01,3.068222177123343286e+01,-5.411269548037887489e+01,2.310922090405827234e+01,1.456711572012376905e+02,1.937152287058444813e+02,1.188578212148320432e+02,7.361754589204300814e+00,-6.208113883446697656e+01,-1.000731162529401814e+02
-1.304212456895774253e+00,6.572248127842574661e+01,6.702669373532170027e+01,-3.229973689037397122e+01,-3.424483782368790941e+01,6.627159165389657858e+01,1.694326844861538746e+02,2.287286646343703751e+02,1.547439303312641528e+02,4.494742977491133473e+01,-3.307688045132642429e+01,-7.393843769285673773e+01
2.845590512913878456e+01,7.571270460607505015e+01,4.725679947693623717e+01,-5.208546327972311474e+01,-9.464688204771249502e+00,6.143429600440916261e+01,1.644380357333702420e+02,2.267861050519263131e+02,1.521074214713312358e+02,3.820469203251187906e+01,-3.376415674206929651e+01,-7.191802178820231006e+01
-3.413849933522630664e+01,2.810539947829436613e+01,6.224389881352044540e+01,5.546074836377682615e+00,-4.821554411194438927e+01,4.275830709023032483e+01,1.551417985685001497e+02,2.179443842805167719e+02,1.412469527818965389e+02,3.664521997611159065e+01,-4.435945976796553225e+01,-5.877460775506501278e+01
-1.162126260526584218e+02,-1.899668071417700688e+01,9.721594533848107744e+01,6.775177452603149675e+01,-1.066898256769473221e+02,3.919844070556018067e+01,1.608904619231205686e+02,2.213981410877660210e+02,1.421142729299339749e+02,3.110672665121709457e+01,-4.014775760307573194e+01,-7.299043381127764007e+01
-1.302925258853544506e+02,-6.139105780678296753e+01,6.890146807857118461e+01,9.599076214993506539e+01,-1.019741841763759709e+02,1.433322694765315042e+00,1.423099118517241095e+02,1.967974787373522929e+02,1.202288682909273234e+02,7.205714162136896306e+00,-5.503741630941279084e+01,-1.293811813886929372e+02
-5.708541491756263042e+01,-6.968275806118841231e+00,5.011713911144366307e+01,3.212035791339348378e+01,-5.352551297009492970e+01,2.167354853375875834e+01,1.575938031074819889e+02,2.106652910217179908e+02,1.380777513730273824e+02,1.843930371134122836e+01,-4.013429256110505605e+01,-1.067778340032680973e+02
5.815307561436826589e+00,4.150132122038188953e+01,3.568601365894513577e+01,-2.121656970805111797e+01,-1.487622257282202476e+01,3.619265851955501034e+01,1.576894245445988929e+02,2.223731333313961898e+02,1.407605074654646842e+02,3.497902662274629648e+01,-3.457451437249255832e+01,-6.488994792249175703e+01
2.934150082804216808e+01,5.486538465921701402e+01,2.552388383117507331e+01,-3.975443084488539114e+01,-5.111950420756170566e-01,4.015649877787514299e+01,1.620745697870434014e+02,2.311536645867939512e+02,1.467702780128205120e+02,4.147246405590428964e+01,-2.885161439631018254e+01,-7.796527450175106821e+01
1.381007200501527699e+01,5.800531311700171244e+01,4.419524111198671790e+01,-3.361681857210800217e+01,-1.521885296390425424e+01,4.855943076557998239e+01,1.611736715413673267e+02,2.324775365208123219e+02,1.556647887568145734e+02,4.218414972166124244e+01,-2.328426837830355822e+01,-8.314079005485321261e+01
1.809170521065890469e+01,5.157698552903549682e+01,3.348528031837680885e+01,-3.254486166377074596e+01,-1.019828727612535957e+01,4.240796479849905154e+01,1.553291792636156003e+02,2.423290975390183348e+02,1.531197460935402148e+02,4.171010266794982613e+01,-3.277648784818471484e+01,-1.144682967786208536e+02
-6.408804240505213912e+00,2.640545364614938961e+01,3.281425788665467280e+01,-7.652902509131491726e+00,-1.968365617039523485e+01,2.707460311247555751e+01,1.546715263018006965e+02,2.478998385842189691e+02,1.547324521859176514e+02,3.533189419825014710e+01,-2.815632039762214944e+01,-8.822535625336010412e+01
-2.550215198225102853e+01,2.182627365190319324e+01,4.732842563415410808e+01,1.835129640131248907e+00,-3.890967585252320760e+01,3.210944217268907153e+01,1.594591494405155174e+02,2.508070033344208127e+02,1.617437941669127213e+02,4.800458684476206628e+01,-2.396920845506091879e+01,-1.106360337286533593e+02
-5.176347252622729656e+00,3.773989706108527287e+01,4.291624431370773607e+01,-1.375204391101214085e+01,-2.406195741091656970e+01,3.793992165216570100e+01,1.648576485425753617e+02,2.615894344255815440e+02,1.703285457030193015e+02,6.095418723256236149e+01,-1.019120756495066082e+01,-1.074215452570677343e+02
3.966368351005706927e+01,5.416593079931116250e+01,1.450224728925377526e+01,-4.432646542648855359e+01,1.016930353087278860e+01,3.444622410185692729e+01,1.560357703709088923e+02,2.652412666672155979e+02,1.663083575317972986e+02,6.995292927440370079e+01,-6.011031981251962364e+00,-8.283845522829030017e+01
7.455759870544849832e+01,5.580295552479645949e+01,-1.875464318065230174e+01,-6.502940908681294729e+01,4.427681075604742489e+01,1.621251776426408497e+01,1.521541831315764739e+02,2.603799652712658599e+02,1.542475252869159874e+02,6.554361433463677145e+01,-1.604098584971954722e+01,-1.101527665039268413e+02
1.628653164215152316e+01,3.714707514171664826e+01,2.086054349956501497e+01,-2.662100375077871917e+01,-4.658917826689740416e+00,2.665650068658736416e+01,1.577061803526966060e+02,2.646496794006667983e+02,1.673318070012740861e+02,6.219840676850346739e+01,-1.089925542223202015e+01,-9.250212529686247365e+01
-3.768757356146943494e+01,3.689105042529345724e+01,7.457862398676294902e+01,2.842387352488192853e+00,-5.852460479065995003e+01,5.575328742631861445e+01,1.773110253965330401e+02,2.910446977412198066e+02,1.847818829161057863e+02,8.374312706467920009e+01,1.419816135345936203e+01,-4.564761750971772614e+01
2.494591644581484857e+01,7.951406074933485968e+01,5.456814430352022072e+01,-4.987864508675709629e+01,-1.480054937669364179e+01,6.453626104676872899e+01,1.816533844048154265e+02,2.997441352238994909e+02,1.908877428278246668e+02,8.061334015208545622e+01,1.995256652358767013e+01,-8.292184528888260786e+01
