-2.909362041083967299e+01,-2.923879618807896819e+01,-1.451757768082700129e-01,2.979384610546978962e+01,-1.433550499465274086e+01,-1.570052277116045580e+01,1.362984147444499428e+01,7.117621899832071719e+00,-4.556248914272609696e+00,-2.210578632430080503e+01,-3.255516928803119470e+01,-2.765927664160033927e+01
-4.187707413110621246e+01,-4.745000911080061456e+01,-5.572934979261345845e+00,4.582277506996530292e+01,-1.817980747651734319e+01,-2.819950915049420814e+01,7.886670158683529941e+00,1.208081483138523815e+00,-1.332210367667639694e+01,-3.299784861264597424e+01,-3.936594180515905350e+01,-4.633430116215760108e+01
-5.526076948012737233e+01,-6.491105195141189199e+01,-9.650282470849321115e+00,6.169114673958280548e+01,-2.295197700450027511e+01,-3.947346725208107898e+01,2.638680504769745028e+00,-3.528316042892706950e+00,-2.098241594551162947e+01,-4.300034535120100543e+01,-4.573879517435157993e+01,-6.022053937040303850e+01
-6.800608635139437297e+01,-7.994175704406205796e+01,-1.193567069223024646e+01,7.587751291856982050e+01,-2.827175172328273689e+01,-4.838945069523706621e+01,-1.510116266375719718e+00,-6.095042667546322512e+00,-2.636054160078372632e+01,-5.080437498725703449e+01,-5.095718898603509928e+01,-6.682242320398714241e+01
-7.719225280582674031e+01,-9.025641202377306627e+01,-1.306415921750658882e+01,8.577033569299501892e+01,-3.241471787592252696e+01,-5.417051041999390293e+01,-3.992588122023358554e+00,-5.938646994676858526e+00,-2.852019494420513368e+01,-5.500949260305071675e+01,-5.415468121370647481e+01,-6.638579992172903133e+01
-8.007038344120999795e+01,-9.397137124756702065e+01,-1.390098780591494432e+01,8.907575284165829999e+01,-3.360193853113684526e+01,-5.641607103794194700e+01,-4.382934430004900683e+00,-3.047890549995994292e+00,-2.703670585022779349e+01,-5.475572018178111477e+01,-5.463216629849327433e+01,-6.140578408144805422e+01
-7.565202065737155124e+01,-9.030081242946542375e+01,-1.464879177164945823e+01,8.492115182476035784e+01,-3.122967451627402724e+01,-5.494456086906269121e+01,-2.404418213844971675e+00,2.214276600875901835e+00,-2.201143861944197511e+01,-4.995168795088045499e+01,-5.202873367086285583e+01,-5.543798742704473881e+01
-6.462247485496709487e+01,-7.978998959142097647e+01,-1.516751473600714739e+01,7.394214554493275671e+01,-2.570089376399359793e+01,-5.003533102884767203e+01,1.874935759629090759e+00,9.205911930179967229e+00,-1.421197995689201043e+01,-4.126282722096448907e+01,-4.649809827539510820e+01,-5.106629487817617985e+01
-4.877211360482935731e+01,-6.451142684569070695e+01,-1.573931324041229551e+01,5.811038621467380239e+01,-1.777016857635717173e+01,-4.287108481567957341e+01,7.800568817100132613e+00,1.693859812657768771e+01,-5.176618293751219291e+00,-3.018694563860782765e+01,-3.899408541539218476e+01,-4.844496246510328064e+01
-3.139867752070045981e+01,-4.819756153110426311e+01,-1.679888400995246656e+01,4.099426440667296134e+01,-8.834881881454519359e+00,-3.547128928191758490e+01,1.421579550628286270e+01,2.418039311471926567e+01,3.201196045420960701e+00,-1.886714512571199620e+01,-3.126109418300816500e+01,-4.587229797558934052e+01
